Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDB35,12.3,Regular,0.06,Starchy Foods,92.98,OUT013,1987,High,Tier 3,Supermarket Type1,1929.49
FDX21,,LF,0.08,Snack Foods,109.89,OUT027,1985,Medium,Tier 3,Supermarket Type3,2074.63
NCU05,,Low Fat,0.06,Health and Hygiene,79.96,OUT027,1985,Medium,Tier 3,Supermarket Type3,241.69
NCR38,17.25,Low Fat,0.11,Household,251.37,OUT045,2002,,Tier 2,Supermarket Type1,6795.15
NCR18,15.85,Low Fat,0.02,Household,42.71,OUT017,2007,,Tier 2,Supermarket Type1,639.17
NCU41,18.85,Low Fat,0.05,Health and Hygiene,192.18,OUT035,2004,Small,Tier 2,Supermarket Type1,3248.44
FDY56,16.35,Regular,0.06,Fruits and Vegetables,227.61,OUT017,2007,,Tier 2,Supermarket Type1,7222.60
DRJ51,14.1,Low Fat,0.09,Dairy,229.07,OUT035,2004,Small,Tier 2,Supermarket Type1,3225.14
FDK21,7.905,Low Fat,0.01,Snack Foods,249.04,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.11
FDY25,12,Low Fat,0.03,Canned,179.40,OUT013,1987,High,Tier 3,Supermarket Type1,3440.85
FDU44,12.15,Regular,0.06,Fruits and Vegetables,163.46,OUT035,2004,Small,Tier 2,Supermarket Type1,974.73
FDL43,10.1,Low Fat,0.03,Meat,75.37,OUT049,1999,Medium,Tier 1,Supermarket Type1,535.97
FDF05,17.5,Low Fat,0.03,Frozen Foods,262.49,OUT017,2007,,Tier 2,Supermarket Type1,5259.82
DRF15,,Low Fat,0.06,Dairy,152.03,OUT019,1985,Small,Tier 1,Grocery Store,306.27
FDL20,17.1,Low Fat,0.13,Fruits and Vegetables,112.39,OUT018,2009,Medium,Tier 3,Supermarket Type2,1779.02
FDV32,7.785,Low Fat,0.09,Fruits and Vegetables,61.45,OUT049,1999,Medium,Tier 1,Supermarket Type1,759.01
FDJ34,11.8,Regular,0.09,Snack Foods,125.97,OUT013,1987,High,Tier 3,Supermarket Type1,1877.56
FDG08,13.15,Regular,0.17,Fruits and Vegetables,171.88,OUT045,2002,,Tier 2,Supermarket Type1,3779.08
FDQ04,,Low Fat,0.15,Frozen Foods,41.58,OUT019,1985,Small,Tier 1,Grocery Store,41.28
FDW13,8.5,Low Fat,0.10,Canned,51.13,OUT017,2007,,Tier 2,Supermarket Type1,259.66
NCI17,8.645,Low Fat,0.14,Health and Hygiene,96.34,OUT013,1987,High,Tier 3,Supermarket Type1,193.08
FDY03,17.6,Regular,0.08,Meat,110.92,OUT045,2002,,Tier 2,Supermarket Type1,1687.80
FDS12,9.1,Low Fat,0.18,Baking Goods,127.54,OUT017,2007,,Tier 2,Supermarket Type1,4655.94
FDJ55,12.8,Regular,0.02,Meat,225.94,OUT013,1987,High,Tier 3,Supermarket Type1,4950.89
DRK01,7.63,Low Fat,0.06,Soft Drinks,95.44,OUT035,2004,Small,Tier 2,Supermarket Type1,1418.15
FDG28,9.285,Regular,0.05,Frozen Foods,246.41,OUT017,2007,,Tier 2,Supermarket Type1,1225.07
FDY38,13.6,Regular,0.12,Dairy,231.03,OUT045,2002,,Tier 2,Supermarket Type1,5359.69
FDN01,8.895,Low Fat,0.07,Breakfast,176.24,OUT045,2002,,Tier 2,Supermarket Type1,1764.37
NCR54,16.35,Low Fat,0.09,Household,195.21,OUT013,1987,High,Tier 3,Supermarket Type1,2553.34
FDG29,17.6,Low Fat,0.06,Frozen Foods,43.35,OUT013,1987,High,Tier 3,Supermarket Type1,1006.69
FDG24,7.975,Low Fat,0.01,Baking Goods,85.23,OUT013,1987,High,Tier 3,Supermarket Type1,1081.93
FDG59,15.85,Low Fat,0.04,Starchy Foods,36.72,OUT017,2007,,Tier 2,Supermarket Type1,308.93
FDM28,15.7,Low Fat,0.05,Frozen Foods,178.67,OUT013,1987,High,Tier 3,Supermarket Type1,2516.72
FDW04,8.985,Regular,0.06,Frozen Foods,128.83,OUT046,1997,Small,Tier 1,Supermarket Type1,1428.14
FDS26,20.35,Low Fat,0.09,Dairy,260.16,OUT013,1987,High,Tier 3,Supermarket Type1,2093.28
FDQ56,6.59,Low Fat,0.11,Fruits and Vegetables,85.69,OUT013,1987,High,Tier 3,Supermarket Type1,1929.49
FDK51,19.85,Low Fat,0.01,Dairy,264.09,OUT035,2004,Small,Tier 2,Supermarket Type1,5829.74
FDL22,16.85,Low Fat,0.04,Snack Foods,91.45,OUT046,1997,Small,Tier 1,Supermarket Type1,2082.62
FDH19,,Low Fat,0.03,Meat,173.17,OUT027,1985,Medium,Tier 3,Supermarket Type3,7298.50
FDY55,16.75,Low Fat,0.08,Fruits and Vegetables,256.50,OUT013,1987,High,Tier 3,Supermarket Type1,7452.97
FDY03,17.6,Regular,0.08,Meat,110.52,OUT017,2007,,Tier 2,Supermarket Type1,450.08
FDK21,7.905,Low Fat,0.02,Snack Foods,250.44,OUT010,1998,,Tier 3,Grocery Store,500.68
FDZ10,,Low Fat,0.04,Snack Foods,126.20,OUT027,1985,Medium,Tier 3,Supermarket Type3,3668.56
FDZ32,7.785,Regular,0.04,Fruits and Vegetables,103.20,OUT018,2009,Medium,Tier 3,Supermarket Type2,736.37
NCZ18,7.825,Low Fat,0.19,Household,253.07,OUT035,2004,Small,Tier 2,Supermarket Type1,6088.08
NCF07,,Low Fat,0.03,Household,101.00,OUT027,1985,Medium,Tier 3,Supermarket Type3,2125.23
DRE49,20.75,Low Fat,0.02,Soft Drinks,153.00,OUT017,2007,,Tier 2,Supermarket Type1,2277.04
FDJ08,,Low Fat,0.19,Fruits and Vegetables,190.38,OUT019,1985,Small,Tier 1,Grocery Store,573.25
FDT39,6.26,Regular,0.01,Meat,151.14,OUT035,2004,Small,Tier 2,Supermarket Type1,2267.05
FDE08,18.2,Low Fat,0.08,Fruits and Vegetables,147.37,OUT010,1998,,Tier 3,Grocery Store,296.95
NCD06,13,Low Fat,0.10,Household,46.31,OUT018,2009,Medium,Tier 3,Supermarket Type2,559.27
FDB57,20.25,Regular,0.02,Fruits and Vegetables,222.18,OUT035,2004,Small,Tier 2,Supermarket Type1,5559.43
NCT54,8.695,Low Fat,0.12,Household,95.51,OUT049,1999,Medium,Tier 1,Supermarket Type1,1237.72
DRF49,7.27,Low Fat,0.07,Soft Drinks,113.55,OUT045,2002,,Tier 2,Supermarket Type1,569.26
FDM25,,Regular,0.06,Breakfast,174.07,OUT027,1985,Medium,Tier 3,Supermarket Type3,3866.97
FDF20,12.85,low fat,0.03,Fruits and Vegetables,198.48,OUT045,2002,,Tier 2,Supermarket Type1,1379.54
FDH27,7.075,Low Fat,0.06,Dairy,142.71,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.57
FDV60,,Regular,0.12,Baking Goods,196.21,OUT027,1985,Medium,Tier 3,Supermarket Type3,5499.51
FDY59,8.195,Low Fat,0.03,Baking Goods,94.35,OUT049,1999,Medium,Tier 1,Supermarket Type1,925.46
FDK36,7.09,Low Fat,0.01,Baking Goods,47.90,OUT035,2004,Small,Tier 2,Supermarket Type1,583.24
NCM31,6.095,Low Fat,0.08,Others,141.42,OUT046,1997,Small,Tier 1,Supermarket Type1,1418.15
FDE33,19.35,Regular,0.05,Fruits and Vegetables,80.26,OUT017,2007,,Tier 2,Supermarket Type1,942.77
FDU36,6.15,Low Fat,0.05,Baking Goods,99.34,OUT046,1997,Small,Tier 1,Supermarket Type1,2364.92
FDV13,,Regular,0.03,Canned,87.99,OUT027,1985,Medium,Tier 3,Supermarket Type3,3251.77
FDV20,,Regular,0.10,Fruits and Vegetables,125.27,OUT019,1985,Small,Tier 1,Grocery Store,254.34
NCQ54,17.7,Low Fat,0.01,Household,167.05,OUT035,2004,Small,Tier 2,Supermarket Type1,5895.66
FDO23,17.85,Low Fat,0.15,Breads,93.74,OUT018,2009,Medium,Tier 3,Supermarket Type2,1134.52
DRE60,9.395,Low Fat,0.16,Soft Drinks,224.97,OUT045,2002,,Tier 2,Supermarket Type1,7696.65
DRP47,15.75,Low Fat,0.14,Hard Drinks,250.54,OUT017,2007,,Tier 2,Supermarket Type1,2775.72
FDB21,7.475,Low Fat,0.15,Fruits and Vegetables,241.29,OUT045,2002,,Tier 2,Supermarket Type1,5317.08
FDR04,7.075,Low Fat,0.00,Frozen Foods,98.01,OUT018,2009,Medium,Tier 3,Supermarket Type2,874.86
FDX23,6.445,Low Fat,0.03,Baking Goods,92.64,OUT046,1997,Small,Tier 1,Supermarket Type1,1039.98
FDX19,19.1,Low Fat,0.10,Fruits and Vegetables,235.10,OUT035,2004,Small,Tier 2,Supermarket Type1,3038.05
FDD40,20.25,Regular,0.01,Dairy,193.62,OUT035,2004,Small,Tier 2,Supermarket Type1,3848.32
FDA01,15,Regular,0.05,Canned,59.19,OUT046,1997,Small,Tier 1,Supermarket Type1,527.31
FDS33,6.67,Regular,0.12,Snack Foods,89.15,OUT046,1997,Small,Tier 1,Supermarket Type1,2390.89
FDM50,,Regular,0.03,Canned,60.22,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.82
FDB29,16.7,Regular,0.05,Frozen Foods,112.72,OUT013,1987,High,Tier 3,Supermarket Type1,801.62
FDF46,7.07,Low Fat,0.09,Snack Foods,115.58,OUT045,2002,,Tier 2,Supermarket Type1,1267.02
FDA33,6.48,Low Fat,0.03,Snack Foods,148.01,OUT045,2002,,Tier 2,Supermarket Type1,886.85
FDC08,19,Regular,0.17,Fruits and Vegetables,228.27,OUT010,1998,,Tier 3,Grocery Store,452.74
FDB53,13.35,Low Fat,0.14,Frozen Foods,147.54,OUT045,2002,,Tier 2,Supermarket Type1,3877.62
FDY31,,Low Fat,0.04,Fruits and Vegetables,146.64,OUT027,1985,Medium,Tier 3,Supermarket Type3,4414.25
DRQ35,,Low Fat,0.04,Hard Drinks,122.44,OUT027,1985,Medium,Tier 3,Supermarket Type3,5448.91
FDX36,9.695,Regular,0.13,Baking Goods,223.94,OUT049,1999,Medium,Tier 1,Supermarket Type1,4950.89
DRD13,15,Low Fat,0.05,Soft Drinks,62.62,OUT017,2007,,Tier 2,Supermarket Type1,958.75
FDC52,11.15,Regular,0.01,Dairy,149.97,OUT017,2007,,Tier 2,Supermarket Type1,1956.12
FDB45,20.85,Low Fat,0.02,Fruits and Vegetables,103.23,OUT049,1999,Medium,Tier 1,Supermarket Type1,2404.20
NCK19,9.8,Low Fat,0.15,Others,194.35,OUT010,1998,,Tier 3,Grocery Store,387.50
FDV51,16.35,Low Fat,0.03,Meat,165.08,OUT013,1987,High,Tier 3,Supermarket Type1,994.71
FDZ35,9.6,Regular,0.02,Breads,101.30,OUT045,2002,,Tier 2,Supermarket Type1,1754.38
NCW17,,Low Fat,0.02,Health and Hygiene,130.00,OUT027,1985,Medium,Tier 3,Supermarket Type3,3340.98
FDV59,13.35,Low Fat,0.05,Breads,216.72,OUT045,2002,,Tier 2,Supermarket Type1,3918.90
DRH39,20.7,Low Fat,0.09,Dairy,76.37,OUT013,1987,High,Tier 3,Supermarket Type1,306.27
FDN60,,Low Fat,0.09,Baking Goods,158.46,OUT027,1985,Medium,Tier 3,Supermarket Type3,4278.43
FDU55,16.2,Low Fat,0.04,Fruits and Vegetables,260.63,OUT045,2002,,Tier 2,Supermarket Type1,4425.57
FDN58,,Regular,0.06,Snack Foods,231.00,OUT027,1985,Medium,Tier 3,Supermarket Type3,9267.94
FDC41,,Low Fat,0.20,Frozen Foods,76.87,OUT019,1985,Small,Tier 1,Grocery Store,229.70
FDO01,,Regular,0.02,Breakfast,129.40,OUT027,1985,Medium,Tier 3,Supermarket Type3,2055.99
NCO43,5.5,Low Fat,0.05,Others,101.30,OUT046,1997,Small,Tier 1,Supermarket Type1,3339.65
FDQ07,15.1,Regular,0.09,Fruits and Vegetables,221.75,OUT045,2002,,Tier 2,Supermarket Type1,6410.32
FDF28,15.7,Regular,0.04,Frozen Foods,122.90,OUT017,2007,,Tier 2,Supermarket Type1,1992.07
FDM01,7.895,reg,0.10,Breakfast,104.43,OUT017,2007,,Tier 2,Supermarket Type1,2870.93
FDY49,,Regular,0.01,Canned,164.52,OUT027,1985,Medium,Tier 3,Supermarket Type3,2807.01
FDR24,17.35,Regular,0.06,Baking Goods,88.18,OUT013,1987,High,Tier 3,Supermarket Type1,539.30
NCY18,7.285,Low Fat,0.03,Household,174.31,OUT013,1987,High,Tier 3,Supermarket Type1,4377.64
NCY30,20.25,Low Fat,0.03,Household,181.00,OUT045,2002,,Tier 2,Supermarket Type1,2716.46
FDJ22,,Low Fat,0.09,Snack Foods,190.95,OUT019,1985,Small,Tier 1,Grocery Store,383.50
DRI37,15.85,Low Fat,0.11,Soft Drinks,59.59,OUT049,1999,Medium,Tier 1,Supermarket Type1,703.08
FDL27,6.17,Low Fat,0.01,Meat,66.38,OUT049,1999,Medium,Tier 1,Supermarket Type1,1937.48
NCO30,19.5,Low Fat,0.02,Household,182.26,OUT049,1999,Medium,Tier 1,Supermarket Type1,3307.69
NCB07,19.2,Low Fat,0.08,Household,197.61,OUT049,1999,Medium,Tier 1,Supermarket Type1,3142.58
FDX25,16.7,Low Fat,0.00,Canned,181.23,OUT018,2009,Medium,Tier 3,Supermarket Type2,2554.01
FDP59,20.85,Regular,0.06,Breads,104.06,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.57
FDR59,14.5,Regular,0.06,Breads,260.46,OUT045,2002,,Tier 2,Supermarket Type1,5494.85
FDT27,11.395,Regular,0.07,Meat,233.16,OUT013,1987,High,Tier 3,Supermarket Type1,6093.40
DRI01,7.97,Low Fat,0.03,Soft Drinks,174.04,OUT046,1997,Small,Tier 1,Supermarket Type1,2586.63
FDU09,7.71,Regular,0.07,Snack Foods,55.30,OUT049,1999,Medium,Tier 1,Supermarket Type1,1255.70
FDH26,19.25,Regular,0.03,Canned,141.75,OUT046,1997,Small,Tier 1,Supermarket Type1,4093.34
FDH27,7.075,Low Fat,0.06,Dairy,142.21,OUT046,1997,Small,Tier 1,Supermarket Type1,3163.88
FDN39,,Regular,0.07,Meat,166.08,OUT027,1985,Medium,Tier 3,Supermarket Type3,5033.45
FDH40,11.6,Regular,0.08,Frozen Foods,79.93,OUT046,1997,Small,Tier 1,Supermarket Type1,1137.19
FDJ56,,Low Fat,0.18,Fruits and Vegetables,98.77,OUT027,1985,Medium,Tier 3,Supermarket Type3,2696.49
DRN47,12.1,Low Fat,0.02,Hard Drinks,178.57,OUT018,2009,Medium,Tier 3,Supermarket Type2,898.83
NCO17,10,Low Fat,0.07,Health and Hygiene,118.24,OUT046,1997,Small,Tier 1,Supermarket Type1,2756.41
FDX60,14.35,Low Fat,0.08,Baking Goods,81.90,OUT045,2002,,Tier 2,Supermarket Type1,878.86
FDT22,10.395,Low Fat,0.11,Snack Foods,58.22,OUT049,1999,Medium,Tier 1,Supermarket Type1,659.14
FDX26,,Low Fat,0.15,Dairy,182.63,OUT019,1985,Small,Tier 1,Grocery Store,182.43
FDG45,8.1,Low Fat,0.13,Fruits and Vegetables,211.49,OUT013,1987,High,Tier 3,Supermarket Type1,3610.63
FDD44,8.05,Regular,0.08,Fruits and Vegetables,256.46,OUT035,2004,Small,Tier 2,Supermarket Type1,5153.29
FDS15,9.195,Regular,0.08,Meat,108.76,OUT017,2007,,Tier 2,Supermarket Type1,2588.63
FDL51,20.7,Regular,0.05,Dairy,212.59,OUT018,2009,Medium,Tier 3,Supermarket Type2,1286.33
FDL32,15.7,Regular,0.12,Fruits and Vegetables,110.15,OUT017,2007,,Tier 2,Supermarket Type1,1230.40
FDZ07,,Regular,0.00,Fruits and Vegetables,60.22,OUT027,1985,Medium,Tier 3,Supermarket Type3,1733.74
NCW53,,Low Fat,0.05,Health and Hygiene,193.82,OUT019,1985,Small,Tier 1,Grocery Store,384.83
NCA54,16.5,Low Fat,0.04,Household,180.03,OUT045,2002,,Tier 2,Supermarket Type1,3969.50
FDX09,9,Low Fat,0.07,Snack Foods,176.44,OUT035,2004,Small,Tier 2,Supermarket Type1,7763.23
FDO51,6.785,Regular,0.04,Meat,41.21,OUT013,1987,High,Tier 3,Supermarket Type1,809.61
FDW49,19.5,Low Fat,0.08,Canned,178.60,OUT018,2009,Medium,Tier 3,Supermarket Type2,1253.70
FDB27,7.575,Low Fat,0.06,Dairy,195.28,OUT046,1997,Small,Tier 1,Supermarket Type1,5715.23
FDF45,18.2,Regular,0.01,Fruits and Vegetables,57.79,OUT013,1987,High,Tier 3,Supermarket Type1,1464.76
FDV02,16.75,Low Fat,0.06,Dairy,169.81,OUT013,1987,High,Tier 3,Supermarket Type1,3251.10
FDY28,7.47,Regular,0.00,Frozen Foods,214.32,OUT035,2004,Small,Tier 2,Supermarket Type1,4274.44
FDX31,,Regular,0.01,Fruits and Vegetables,231.80,OUT027,1985,Medium,Tier 3,Supermarket Type3,5375.00
FDR43,,Low Fat,0.16,Fruits and Vegetables,38.02,OUT027,1985,Medium,Tier 3,Supermarket Type3,1318.28
FDP51,13.85,Regular,0.09,Meat,119.41,OUT018,2009,Medium,Tier 3,Supermarket Type2,2251.74
FDL52,6.635,Regular,0.05,Frozen Foods,37.45,OUT017,2007,,Tier 2,Supermarket Type1,1176.47
FDR44,6.11,Regular,0.10,Fruits and Vegetables,130.50,OUT046,1997,Small,Tier 1,Supermarket Type1,3523.41
FDB34,15.25,Low Fat,0.03,Snack Foods,86.22,OUT035,2004,Small,Tier 2,Supermarket Type1,610.54
FDC50,15.85,Low Fat,0.00,Canned,96.41,OUT035,2004,Small,Tier 2,Supermarket Type1,1237.72
FDT57,15.2,Low Fat,0.03,Snack Foods,235.12,OUT010,1998,,Tier 3,Grocery Store,474.05
FDP22,,Regular,0.00,Snack Foods,52.67,OUT027,1985,Medium,Tier 3,Supermarket Type3,717.73
DRE49,20.75,LF,0.02,Soft Drinks,150.50,OUT046,1997,Small,Tier 1,Supermarket Type1,2580.64
FDM40,10.195,Low Fat,0.16,Frozen Foods,143.22,OUT046,1997,Small,Tier 1,Supermarket Type1,2552.68
FDY32,7.605,Low Fat,0.13,Fruits and Vegetables,164.02,OUT045,2002,,Tier 2,Supermarket Type1,3914.90
FDW07,18,Regular,0.14,Fruits and Vegetables,88.55,OUT046,1997,Small,Tier 1,Supermarket Type1,796.96
FDU02,,Low Fat,0.18,Dairy,228.94,OUT019,1985,Small,Tier 1,Grocery Store,916.14
NCF18,18.35,Low Fat,0.09,Household,191.35,OUT045,2002,,Tier 2,Supermarket Type1,3259.76
FDQ56,6.59,Low Fat,0.11,Fruits and Vegetables,84.89,OUT049,1999,Medium,Tier 1,Supermarket Type1,1677.82
FDN58,13.8,reg,0.06,Snack Foods,230.10,OUT049,1999,Medium,Tier 1,Supermarket Type1,3707.17
FDG35,21.2,Regular,0.01,Starchy Foods,173.57,OUT046,1997,Small,Tier 1,Supermarket Type1,2954.15
FDY34,10.5,Regular,0.01,Snack Foods,166.48,OUT018,2009,Medium,Tier 3,Supermarket Type2,2652.55
NCE19,8.97,Low Fat,0.09,Household,52.80,OUT045,2002,,Tier 2,Supermarket Type1,1037.32
NCK31,,Low Fat,0.03,Others,50.97,OUT027,1985,Medium,Tier 3,Supermarket Type3,717.73
NCJ29,10.6,Low Fat,0.04,Health and Hygiene,86.12,OUT045,2002,,Tier 2,Supermarket Type1,426.11
FDT59,13.65,Low Fat,0.02,Breads,231.17,OUT035,2004,Small,Tier 2,Supermarket Type1,6911.00
NCX41,19,Low Fat,0.02,Health and Hygiene,211.02,OUT046,1997,Small,Tier 1,Supermarket Type1,3811.04
FDU45,,Regular,0.04,Snack Foods,115.35,OUT027,1985,Medium,Tier 3,Supermarket Type3,2277.04
FDW24,,Low Fat,0.07,Baking Goods,48.90,OUT019,1985,Small,Tier 1,Grocery Store,48.60
FDF22,6.865,Low Fat,0.06,Snack Foods,212.82,OUT049,1999,Medium,Tier 1,Supermarket Type1,5770.49
FDM60,10.8,Regular,0.05,Baking Goods,40.21,OUT046,1997,Small,Tier 1,Supermarket Type1,690.43
FDR02,16.7,Low Fat,0.02,Dairy,110.29,OUT013,1987,High,Tier 3,Supermarket Type1,1890.21
DRP35,,Low Fat,0.09,Hard Drinks,126.23,OUT027,1985,Medium,Tier 3,Supermarket Type3,3195.84
FDS48,15.15,Low Fat,0.03,Baking Goods,150.17,OUT046,1997,Small,Tier 1,Supermarket Type1,1504.71
NCZ42,10.5,Low Fat,0.00,Household,238.32,OUT010,1998,,Tier 3,Grocery Store,711.07
FDZ38,17.6,Low Fat,0.01,Dairy,174.24,OUT018,2009,Medium,Tier 3,Supermarket Type2,4311.06
FDH19,19.35,Low Fat,0.03,Meat,175.47,OUT046,1997,Small,Tier 1,Supermarket Type1,521.32
NCB55,15.7,Low Fat,0.16,Household,59.46,OUT046,1997,Small,Tier 1,Supermarket Type1,829.59
FDC15,18.1,LF,0.18,Dairy,155.53,OUT017,2007,,Tier 2,Supermarket Type1,1571.29
FDF11,10.195,Regular,0.02,Starchy Foods,239.65,OUT035,2004,Small,Tier 2,Supermarket Type1,2403.54
FDW35,,low fat,0.02,Breads,41.65,OUT019,1985,Small,Tier 1,Grocery Store,83.89
FDB44,6.655,Low Fat,0.02,Fruits and Vegetables,211.06,OUT045,2002,,Tier 2,Supermarket Type1,844.23
NCC06,19,Low Fat,0.03,Household,127.33,OUT017,2007,,Tier 2,Supermarket Type1,2940.17
FDR04,7.075,Low Fat,0.04,Frozen Foods,98.01,OUT010,1998,,Tier 3,Grocery Store,291.62
FDB17,13.15,Low Fat,0.04,Frozen Foods,181.30,OUT045,2002,,Tier 2,Supermarket Type1,3259.76
FDW43,20.1,Regular,0.02,Fruits and Vegetables,226.80,OUT049,1999,Medium,Tier 1,Supermarket Type1,3415.55
FDA27,20.35,Regular,0.00,Dairy,256.77,OUT018,2009,Medium,Tier 3,Supermarket Type2,5624.68
NCU41,18.85,Low Fat,0.05,Health and Hygiene,190.18,OUT049,1999,Medium,Tier 1,Supermarket Type1,6687.96
FDY56,16.35,Regular,0.06,Fruits and Vegetables,227.11,OUT049,1999,Medium,Tier 1,Supermarket Type1,5642.66
FDV39,11.3,Low Fat,0.01,Meat,196.24,OUT018,2009,Medium,Tier 3,Supermarket Type2,4943.57
FDN32,17.5,Low Fat,0.02,Fruits and Vegetables,182.63,OUT018,2009,Medium,Tier 3,Supermarket Type2,3135.25
FDW07,18,Regular,0.14,Fruits and Vegetables,87.45,OUT045,2002,,Tier 2,Supermarket Type1,796.96
FDZ27,7.935,Low Fat,0.02,Dairy,51.54,OUT045,2002,,Tier 2,Supermarket Type1,848.90
FDW23,,Low Fat,0.14,Baking Goods,37.32,OUT019,1985,Small,Tier 1,Grocery Store,38.62
FDU01,20.25,Regular,0.01,Canned,184.59,OUT046,1997,Small,Tier 1,Supermarket Type1,4997.49
FDF10,15.5,Regular,0.16,Snack Foods,149.14,OUT049,1999,Medium,Tier 1,Supermarket Type1,588.57
DRH03,,Low Fat,0.06,Dairy,91.81,OUT019,1985,Small,Tier 1,Grocery Store,372.85
FDW27,,Regular,0.26,Meat,155.73,OUT019,1985,Small,Tier 1,Grocery Store,155.13
DRI13,15.35,Low Fat,0.02,Soft Drinks,218.05,OUT013,1987,High,Tier 3,Supermarket Type1,3038.71
NCR05,10.1,Low Fat,0.05,Health and Hygiene,200.21,OUT046,1997,Small,Tier 1,Supermarket Type1,1587.27
FDB29,16.7,Regular,0.05,Frozen Foods,115.42,OUT045,2002,,Tier 2,Supermarket Type1,687.11
FDL51,20.7,Regular,0.05,Dairy,213.49,OUT049,1999,Medium,Tier 1,Supermarket Type1,1929.49
FDB11,16,LF,0.06,Starchy Foods,223.84,OUT013,1987,High,Tier 3,Supermarket Type1,3600.65
FDI35,14,Low Fat,0.04,Starchy Foods,180.76,OUT046,1997,Small,Tier 1,Supermarket Type1,2181.16
FDX08,12.85,Low Fat,0.02,Fruits and Vegetables,181.43,OUT046,1997,Small,Tier 1,Supermarket Type1,3428.20
FDP59,20.85,Regular,0.06,Breads,105.66,OUT045,2002,,Tier 2,Supermarket Type1,623.19
NCJ18,12.35,Low Fat,0.16,Household,120.51,OUT049,1999,Medium,Tier 1,Supermarket Type1,2133.22
FDJ41,6.85,Low Fat,0.02,Frozen Foods,261.66,OUT018,2009,Medium,Tier 3,Supermarket Type2,3401.57
FDU08,10.3,Low Fat,0.03,Fruits and Vegetables,101.00,OUT035,2004,Small,Tier 2,Supermarket Type1,1289.65
FDS09,,Regular,0.14,Snack Foods,49.60,OUT019,1985,Small,Tier 1,Grocery Store,50.60
DRH15,8.775,Low Fat,0.00,Dairy,45.94,OUT013,1987,High,Tier 3,Supermarket Type1,790.97
NCV17,18.85,Low Fat,0.02,Health and Hygiene,129.26,OUT017,2007,,Tier 2,Supermarket Type1,3147.90
NCO54,,Low Fat,0.01,Household,56.76,OUT027,1985,Medium,Tier 3,Supermarket Type3,2486.76
FDE24,14.85,Low Fat,0.09,Baking Goods,141.08,OUT035,2004,Small,Tier 2,Supermarket Type1,1139.85
FDH53,20.5,Regular,0.02,Frozen Foods,84.36,OUT046,1997,Small,Tier 1,Supermarket Type1,1816.30
FDZ13,7.84,Regular,0.15,Canned,51.94,OUT018,2009,Medium,Tier 3,Supermarket Type2,199.74
FDW28,18.25,Low Fat,0.09,Frozen Foods,196.75,OUT045,2002,,Tier 2,Supermarket Type1,978.73
FDU46,10.3,Regular,0.01,Snack Foods,85.85,OUT013,1987,High,Tier 3,Supermarket Type1,2683.17
NCE43,12.5,LF,0.10,Household,169.94,OUT035,2004,Small,Tier 2,Supermarket Type1,2897.56
FDS26,,Low Fat,0.09,Dairy,260.56,OUT027,1985,Medium,Tier 3,Supermarket Type3,9158.08
FDB14,20.25,Regular,0.10,Canned,93.21,OUT046,1997,Small,Tier 1,Supermarket Type1,1957.45
DRB48,,Regular,0.02,Soft Drinks,40.28,OUT027,1985,Medium,Tier 3,Supermarket Type3,1296.31
NCC42,15,Low Fat,0.04,Health and Hygiene,140.38,OUT013,1987,High,Tier 3,Supermarket Type1,2528.71
FDQ20,8.325,Low Fat,0.03,Fruits and Vegetables,38.71,OUT013,1987,High,Tier 3,Supermarket Type1,284.30
FDA13,15.85,Low Fat,0.08,Canned,38.65,OUT017,2007,,Tier 2,Supermarket Type1,759.01
FDZ15,13.1,Low Fat,0.02,Dairy,117.38,OUT046,1997,Small,Tier 1,Supermarket Type1,1787.67
NCV42,6.26,Low Fat,0.03,Household,111.32,OUT017,2007,,Tier 2,Supermarket Type1,2431.50
DRI51,17.25,Low Fat,0.04,Dairy,173.18,OUT018,2009,Medium,Tier 3,Supermarket Type2,4466.19
FDO28,5.765,Low Fat,0.07,Frozen Foods,119.91,OUT035,2004,Small,Tier 2,Supermarket Type1,2048.67
NCS54,13.6,Low Fat,0.01,Household,175.44,OUT013,1987,High,Tier 3,Supermarket Type1,1940.81
FDH16,10.5,Low Fat,0.05,Frozen Foods,88.78,OUT017,2007,,Tier 2,Supermarket Type1,2067.31
FDG24,7.975,Low Fat,0.01,Baking Goods,85.13,OUT045,2002,,Tier 2,Supermarket Type1,2663.20
FDR52,12.65,Regular,0.08,Frozen Foods,192.18,OUT018,2009,Medium,Tier 3,Supermarket Type2,1146.51
NCH06,12.3,Low Fat,0.08,Household,247.85,OUT045,2002,,Tier 2,Supermarket Type1,3448.84
FDA36,5.985,Low Fat,0.01,Baking Goods,184.89,OUT045,2002,,Tier 2,Supermarket Type1,1665.83
FDU56,,Low Fat,0.00,Fruits and Vegetables,184.73,OUT027,1985,Medium,Tier 3,Supermarket Type3,8114.77
